"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
162,750;0,31;0,30;1,91
162,800;0,33;0,38;1,67
162,850;0,35;0,46;1,40
162,900;0,38;0,53;1,09
162,950;0,40;0,57;0,75
163,000;0,43;0,60;0,36
163,050;0,47;0,61;-0,06
163,100;0,50;0,60;-0,48
163,150;0,53;0,56;-0,88
163,200;0,55;0,51;-1,22
163,250;0,58;0,44;-1,51
163,300;0,60;0,35;-1,75
163,350;0,61;0,26;-1,94
163,400;0,62;0,16;-2,07
163,450;0,63;0,05;-2,13
163,500;0,63;-0,06;-2,12
163,550;0,62;-0,16;-2,05
163,600;0,61;-0,26;-1,92
163,650;0,60;-0,36;-1,73
163,700;0,58;-0,44;-1,50
163,750;0,55;-0,51;-1,20
163,800;0,52;-0,56;-0,85
163,850;0,49;-0,60;-0,45
163,900;0,46;-0,61;-0,02
163,950;0,43;-0,60;0,38
164,000;0,40;-0,57;0,76
164,050;0,38;-0,52;1,10
164,100;0,35;-0,46;1,41
164,150;0,33;-0,38;1,65
164,200;0,31;-0,29;1,88
164,250;0,30;-0,19;2,15
164,300;0,29;-0,08;2,38
164,350;0,29;0,05;2,39
164,400;0,30;0,17;2,17
164,450;0,31;0,27;1,92
164,500;0,33;0,36;1,69
164,550;0,35;0,44;1,46
164,600;0,37;0,51;1,16
164,650;0,40;0,56;0,82
164,700;0,43;0,59;0,45
164,750;0,46;0,61;0,04
164,800;0,49;0,60;-0,39
164,850;0,52;0,57;-0,79
164,900;0,55;0,52;-1,14
164,950;0,57;0,45;-1,44
165,000;0,59;0,37;-1,70
165,050;0,61;0,28;-1,89
165,100;0,62;0,18;-2,03
165,150;0,63;0,08;-2,10
165,200;0,63;-0,03;-2,11
165,250;0,62;-0,14;-2,07
165,300;0,61;-0,24;-1,96
165,350;0,60;-0,34;-1,79
165,400;0,58;-0,42;-1,55
165,450;0,56;-0,49;-1,26
165,500;0,53;-0,55;-0,93
165,550;0,50;-0,59;-0,54
165,600;0,47;-0,61;-0,11
165,650;0,44;-0,60;0,31
165,700;0,41;-0,57;0,67
165,750;0,38;-0,53;0,99
165,800;0,36;-0,47;1,33
165,850;0,33;-0,40;1,64
165,900;0,32;-0,30;1,84
165,950;0,30;-0,21;2,01
166,000;0,30;-0,11;2,21
166,050;0,29;0,01;2,38
166,100;0,30;0,14;2,33
166,150;0,31;0,26;2,06
166,200;0,32;0,35;1,74
166,250;0,34;0,42;1,46
166,300;0,37;0,49;1,20
166,350;0,39;0,55;0,89
166,400;0,42;0,58;0,54
166,450;0,45;0,60;0,14
166,500;0,48;0,60;-0,28
166,550;0,51;0,57;-0,69
166,600;0,54;0,53;-1,06
166,650;0,57;0,47;-1,37
166,700;0,59;0,39;-1,64
166,750;0,60;0,30;-1,84
166,800;0,62;0,20;-1,99
166,850;0,63;0,10;-2,08
166,900;0,63;-0,01;-2,11
166,950;0,62;-0,11;-2,08
167,000;0,62;-0,22;-1,98
167,050;0,60;-0,31;-1,81
167,100;0,58;-0,40;-1,60
167,150;0,56;-0,48;-1,33
167,200;0,54;-0,54;-1,00
167,250;0,51;-0,58;-0,62
167,300;0,48;-0,60;-0,20
167,350;0,45;-0,60;0,21
167,400;0,42;-0,58;0,57
167,450;0,39;-0,54;0,90
167,500;0,36;-0,49;1,23
167,550;0,34;-0,41;1,52
167,600;0,32;-0,33;1,76
167,650;0,31;-0,24;2,02
167,700;0,30;-0,13;2,29
167,750;0,29;-0,01;2,42
167,800;0,30;0,12;2,31
167,850;0,31;0,23;2,03
167,900;0,32;0,32;1,77
167,950;0,34;0,40;1,53
168,000;0,36;0,48;1,27
168,050;0,39;0,53;0,96
168,100;0,41;0,57;0,61
168,150;0,44;0,60;0,24
168,200;0,47;0,60;-0,18
168,250;0,51;0,58;-0,59
168,300;0,53;0,54;-0,97
168,350;0,56;0,48;-1,30
168,400;0,58;0,41;-1,58
168,450;0,60;0,32;-1,80
168,500;0,61;0,22;-1,96
168,550;0,62;0,12;-2,06
168,600;0,63;0,02;-2,10
168,650;0,62;-0,09;-2,07
168,700;0,62;-0,19;-1,99
168,750;0,61;-0,29;-1,85
168,800;0,59;-0,38;-1,65
168,850;0,57;-0,46;-1,39
168,900;0,54;-0,52;-1,07
168,950;0,51;-0,57;-0,71
169,000;0,48;-0,59;-0,31
169,050;0,45;-0,60;0,11
169,100;0,42;-0,58;0,50
169,150;0,40;-0,55;0,86
169,200;0,37;-0,50;1,20
169,250;0,35;-0,43;1,52
169,300;0,33;-0,34;1,76
169,350;0,31;-0,25;1,93
169,400;0,30;-0,15;2,09
169,450;0,30;-0,04;2,23
169,500;0,30;0,08;2,29
169,550;0,30;0,20;2,16
169,600;0,32;0,30;1,90
169,650;0,33;0,39;1,61
169,700;0,36;0,46;1,32
169,750;0,38;0,52;1,02
169,800;0,41;0,56;0,69
169,850;0,44;0,59;0,33
169,900;0,47;0,60;-0,09
169,950;0,50;0,58;-0,50
170,000;0,53;0,55;-0,89
170,050;0,55;0,49;-1,22
170,100;0,58;0,42;-1,51
170,150;0,60;0,34;-1,74
170,200;0,61;0,25;-1,92
170,250;0,62;0,15;-2,03
170,300;0,63;0,04;-2,09
170,350;0,62;-0,07;-2,08
170,400;0,62;-0,17;-2,01
170,450;0,61;-0,27;-1,88
170,500;0,59;-0,36;-1,69
170,550;0,57;-0,44;-1,45
170,600;0,55;-0,51;-1,14
170,650;0,52;-0,55;-0,79
170,700;0,49;-0,59;-0,40
170,750;0,46;-0,60;0,02
170,800;0,43;-0,58;0,42
170,850;0,40;-0,55;0,77
170,900;0,38;-0,51;1,11
170,950;0,35;-0,44;1,40
171,000;0,33;-0,36;1,64
171,050;0,31;-0,27;1,87
171,100;0,30;-0,18;2,12
171,150;0,30;-0,06;2,34
171,200;0,30;0,06;2,34
171,250;0,30;0,18;2,12
171,300;0,31;0,28;1,85
171,350;0,33;0,36;1,63
171,400;0,35;0,44;1,41
171,450;0,38;0,51;1,11
171,500;0,40;0,55;0,77
171,550;0,43;0,58;0,40
171,600;0,46;0,59;0,01
171,650;0,49;0,58;-0,41
171,700;0,52;0,55;-0,80
171,750;0,55;0,50;-1,15
171,800;0,57;0,44;-1,45
171,850;0,59;0,36;-1,68
171,900;0,61;0,27;-1,87
171,950;0,62;0,17;-2,00
172,000;0,62;0,06;-2,07
172,050;0,62;-0,04;-2,08
172,100;0,62;-0,15;-2,02
172,150;0,61;-0,25;-1,90
172,200;0,60;-0,34;-1,72
172,250;0,58;-0,42;-1,49
172,300;0,55;-0,49;-1,21
172,350;0,53;-0,54;-0,89
172,400;0,50;-0,58;-0,50
172,450;0,47;-0,60;-0,07
172,500;0,44;-0,59;0,36
172,550;0,41;-0,56;0,72
172,600;0,38;-0,51;1,02
172,650;0,36;-0,46;1,33
172,700;0,34;-0,38;1,62
172,750;0,32;-0,29;1,84
172,800;0,31;-0,20;2,03
172,850;0,30;-0,09;2,20
172,900;0,30;0,03;2,28
172,950;0,30;0,15;2,16
173,000;0,31;0,25;1,95
173,050;0,33;0,34;1,71
173,100;0,35;0,42;1,47
173,150;0,37;0,49;1,18
173,200;0,40;0,54;0,84
173,250;0,42;0,58;0,49
173,300;0,45;0,59;0,09
173,350;0,48;0,59;-0,32
173,400;0,51;0,56;-0,71
173,450;0,54;0,51;-1,06
173,500;0,57;0,45;-1,37
173,550;0,59;0,37;-1,63
173,600;0,60;0,29;-1,83
173,650;0,62;0,19;-1,97
173,700;0,62;0,09;-2,06
173,750;0,62;-0,02;-2,08
173,800;0,62;-0,12;-2,03
173,850;0,61;-0,22;-1,92
173,900;0,60;-0,32;-1,76
173,950;0,58;-0,40;-1,54
174,000;0,56;-0,47;-1,27
174,050;0,53;-0,53;-0,95
174,100;0,50;-0,57;-0,58
174,150;0,47;-0,59;-0,17
174,200;0,44;-0,59;0,25
174,250;0,41;-0,56;0,63
174,300;0,39;-0,52;0,96
174,350;0,36;-0,47;1,27
174,400;0,34;-0,40;1,54
174,450;0,32;-0,31;1,74
174,500;0,31;-0,22;1,94
174,550;0,30;-0,12;2,16
174,600;0,30;0,00;2,33
174,650;0,30;0,12;2,28
174,700;0,31;0,24;2,03
174,750;0,32;0,33;1,73
174,800;0,34;0,40;1,47
174,850;0,36;0,47;1,21
174,900;0,39;0,53;0,91
174,950;0,42;0,57;0,57
175,000;0,45;0,59;0,19
175,050;0,48;0,59;-0,22
175,100;0,51;0,56;-0,62
175,150;0,53;0,52;-0,99
175,200;0,56;0,46;-1,30
175,250;0,58;0,39;-1,57
175,300;0,60;0,30;-1,78
175,350;0,61;0,21;-1,93
175,400;0,62;0,11;-2,02
175,450;0,62;0,01;-2,06
175,500;0,62;-0,10;-2,04
175,550;0,61;-0,20;-1,95
175,600;0,60;-0,29;-1,79
175,650;0,58;-0,38;-1,58
175,700;0,56;-0,46;-1,32
175,750;0,54;-0,51;-1,02
175,800;0,51;-0,56;-0,66
175,850;0,48;-0,58;-0,27
175,900;0,45;-0,59;0,14
175,950;0,42;-0,57;0,53
176,000;0,39;-0,53;0,88
176,050;0,37;-0,48;1,21
176,100;0,35;-0,41;1,52
176,150;0,33;-0,33;1,77
176,200;0,31;-0,23;1,94
176,250;0,30;-0,13;2,07
176,300;0,30;-0,02;2,16
176,350;0,30;0,09;2,17
176,400;0,31;0,20;2,05
176,450;0,32;0,30;1,84
176,500;0,34;0,38;1,58
176,550;0,36;0,46;1,30
176,600;0,39;0,51;0,99
176,650;0,41;0,56;0,65
176,700;0,44;0,58;0,28
176,750;0,47;0,59;-0,13
176,800;0,50;0,57;-0,53
176,850;0,53;0,53;-0,90
176,900;0,55;0,48;-1,22
176,950;0,58;0,41;-1,50
177,000;0,59;0,32;-1,73
177,050;0,61;0,23;-1,90
177,100;0,62;0,13;-2,01
177,150;0,62;0,03;-2,05
177,200;0,62;-0,07;-2,04
177,250;0,61;-0,18;-1,96
177,300;0,60;-0,27;-1,82
177,350;0,59;-0,36;-1,63
177,400;0,57;-0,44;-1,38
177,450;0,54;-0,50;-1,09
177,500;0,52;-0,55;-0,74
177,550;0,49;-0,58;-0,36
177,600;0,46;-0,58;0,05
177,650;0,43;-0,57;0,44
177,700;0,40;-0,54;0,80
177,750;0,37;-0,49;1,13
177,800;0,35;-0,43;1,44
177,850;0,33;-0,34;1,68
177,900;0,32;-0,25;1,86
177,950;0,31;-0,16;2,03
178,000;0,30;-0,05;2,19
178,050;0,30;0,07;2,24
178,100;0,31;0,18;2,10
178,150;0,32;0,28;1,85
178,200;0,33;0,36;1,59
178,250;0,36;0,44;1,33
178,300;0,38;0,50;1,06
178,350;0,41;0,54;0,74
178,400;0,43;0,57;0,37
178,450;0,46;0,58;-0,03
178,500;0,49;0,57;-0,45
178,550;0,52;0,54;-0,82
178,600;0,55;0,49;-1,15
178,650;0,57;0,42;-1,44
178,700;0,59;0,34;-1,67
178,750;0,61;0,25;-1,86
178,800;0,62;0,15;-1,98
178,850;0,62;0,05;-2,03
178,900;0,62;-0,05;-2,02
178,950;0,62;-0,15;-1,97
179,000;0,61;-0,25;-1,85
179,050;0,59;-0,34;-1,68
179,100;0,57;-0,42;-1,45
179,150;0,55;-0,49;-1,16
179,200;0,52;-0,54;-0,82
179,250;0,49;-0,57;-0,44
179,300;0,47;-0,58;-0,04
179,350;0,44;-0,57;0,37
179,400;0,41;-0,54;0,73
179,450;0,38;-0,50;1,05
179,500;0,36;-0,44;1,35
179,550;0,34;-0,36;1,61
179,600;0,32;-0,27;1,82
179,650;0,31;-0,18;2,01
179,700;0,30;-0,07;2,17
179,750;0,30;0,04;2,23
179,800;0,31;0,16;2,11
179,850;0,32;0,26;1,90
179,900;0,33;0,34;1,66
179,950;0,35;0,42;1,40
180,000;0,37;0,49;1,12
180,050;0,40;0,53;0,79
180,100;0,43;0,57;0,44
180,150;0,46;0,58;0,06
180,200;0,49;0,57;-0,35
180,250;0,52;0,54;-0,73
180,300;0,54;0,50;-1,08
180,350;0,57;0,44;-1,37
180,400;0,59;0,36;-1,62
180,450;0,60;0,27;-1,81
180,500;0,61;0,18;-1,94
180,550;0,62;0,08;-2,02
180,600;0,62;-0,03;-2,03
180,650;0,62;-0,13;-1,98
180,700;0,61;-0,23;-1,87
180,750;0,59;-0,32;-1,71
180,800;0,58;-0,40;-1,49
180,850;0,55;-0,47;-1,21
180,900;0,53;-0,52;-0,90
180,950;0,50;-0,56;-0,53
181,000;0,47;-0,58;-0,12
181,050;0,44;-0,57;0,27
181,100;0,41;-0,55;0,63
181,150;0,39;-0,51;0,95
181,200;0,36;-0,45;1,28
181,250;0,34;-0,38;1,59
181,300;0,32;-0,29;1,83
181,350;0,31;-0,19;1,99
181,400;0,30;-0,09;2,09
181,450;0,30;0,02;2,12
181,500;0,31;0,12;2,07
181,550;0,31;0,23;1,94
181,600;0,33;0,32;1,75
181,650;0,35;0,40;1,49
181,700;0,37;0,47;1,20
181,750;0,39;0,52;
181,800;0,42;0,56;
181,850;0,45;;
